no,type,id,lokalitas,nama,nama_perusahaan,nama_tampil_badan_hukum,nomor_pb_umku,nomor_tanda_daftar,qr_code,sektor,sistem_elektronik_id,status_id,tanggal_daftar,tanggal_terbit,website,links,
65,tdpseTerbit,5931,LOKAL,PT BPR NUSANTARA BONA PASOGIT 15,PT BANK PERKREDITAN RAKYAT NUSANTARA BONA PASOGIT 15,PT,2.20206E+19,004219.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5931,Sektor Keuangan,5795,TERDAFTAR,7/16/2022,7/16/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5931,
66,tdpseTerbit,5930,LOKAL,OKEPAY – TRANSAKSI & PEMBAYARAN DIGITAL,PT OKE DIGITAL MEDIA,PT,9.12021E+20,004401.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5930,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5793,TERDAFTAR,7/16/2022,7/16/2022,okepay.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5930,
67,tdpseTerbit,5929,LOKAL,SMART MERCHANT QRIS,PT MITRANET SOFTWARE ONLINE,PT,9.12002E+20,002883.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5929,Sektor Teknologi Informasi dan Komunikasi,5792,TERDAFTAR,7/16/2022,7/16/2022,goqris.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5929,
68,tdpseTerbit,5928,LOKAL,SMART MERCGANT QRIS,PT MITRANET SOFTWARE ONLINE,PT,9.12002E+20,002883.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5928,Sektor Teknologi Informasi dan Komunikasi,5789,TERDAFTAR,7/16/2022,7/16/2022,goqris.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5928,
69,tdpseTerbit,5927,LOKAL,PT BPR KARTIKAARTHA KENCANAJAYA,PT BANK PERKREDITAN RAKYAT KARTIKAARTHA KENCANAJAYA,PT,8.0322E+19,004394.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5927,Sektor Keuangan,5790,TERDAFTAR,7/16/2022,7/16/2022,bprkartikaartha.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5927,
70,tdpseTerbit,5926,LOKAL,BROKERAGE OFFICE SYSTEM (BOFIS),PT IDX SOLUSI TEKNOLOGI INFORMASI,PT,9.1201E+20,004390.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5926,Sektor Perdagangan,5785,TERDAFTAR,7/16/2022,7/16/2022,idxsti.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5926,
71,tdpseTerbit,5925,LOKAL,MARS CLOUD,PT MARS TECH GLOBAL,PT,2.20102E+19,004392.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5925,Sektor Teknologi Informasi dan Komunikasi,5787,TERDAFTAR,7/16/2022,7/16/2022,marstech.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5925,
72,tdpseTerbit,5924,LOKAL,APIK EDU,APIK EDU INDONESIA,,9.0622E+19,004395.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5924,Sektor Teknologi Informasi dan Komunikasi,5786,TERDAFTAR,7/16/2022,7/16/2022,indonesiakompeten.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5924,
73,tdpseTerbit,5923,LOKAL,EDUCOURSE.ID,PT MALEO EDUKASI TEKNOLOGI,PT,9.12021E+20,003805.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5923,Sektor Teknologi Informasi dan Komunikasi,5784,TERDAFTAR,7/16/2022,7/16/2022,educourse.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5923,
74,tdpseTerbit,5922,LOKAL,STAIRWAYGAMES.COM,PT BARONG GAJAH SERASI,PT,9.12E+20,004391.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5922,Sektor Teknologi Informasi dan Komunikasi,5783,TERDAFTAR,7/16/2022,7/16/2022,stairwaygames.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5922,
75,tdpseTerbit,5921,LOKAL,WEBSITE,PT MARS TECH GLOBAL,PT,2.20102E+19,004392.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5921,Sektor Teknologi Informasi dan Komunikasi,5782,TERDAFTAR,7/16/2022,7/16/2022,marstech.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5921,
76,tdpseTerbit,5920,LOKAL,MAKASSARROBOTIKA.COM,PT PRIMA SYIRKAH INTERNATIONAL,PT,2.20101E+19,002941.05/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5920,Sektor Perdagangan,5781,TERDAFTAR,7/16/2022,7/16/2022,makassarrobotika.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5920,
77,tdpseTerbit,5919,LOKAL,MITRARPAY,MUHAMMAD RUDID KHAIDAR,,2.30422E+20,004378.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5919,Sektor Perdagangan,5780,TERDAFTAR,7/16/2022,7/16/2022,mitrarpay.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5919,
78,tdpseTerbit,5918,LOKAL,LIMECOMMERCE.COM,PT LIGHTMEDIA INOVASI TEKNOLOGI,PT,2.20202E+19,004389.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5918,Sektor Teknologi Informasi dan Komunikasi,5779,TERDAFTAR,7/16/2022,7/16/2022,limecommerce.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5918,
79,tdpseTerbit,5917,LOKAL,AGSET PAYMENT,AGUNG SETIAWAN,,2.26011E+19,004383.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5917,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5778,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5917,
80,tdpseTerbit,5916,LOKAL,API SIM SDM BANKSULSELBAR,PT BANK PEMBANGUNAN DAERAH SULAWESI SELATAN DAN SULAWESI BARAT,PT,1.229E+20,004179.18/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5916,Sektor Teknologi Informasi dan Komunikasi,5621,TERDAFTAR,7/15/2022,7/15/2022,apisdm.banksulselbar.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5916,
81,tdpseTerbit,5915,LOKAL,APLIKASI SALES APP PT BANKSULSELBAR,PT BANK PEMBANGUNAN DAERAH SULAWESI SELATAN DAN SULAWESI BARAT,PT,1.229E+20,004179.19/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5915,Sektor Teknologi Informasi dan Komunikasi,5651,TERDAFTAR,7/15/2022,7/15/2022,sales.banksulselbar.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5915,
82,tdpseTerbit,5914,LOKAL,APLIKASI PUR DIGITAL PT BANKSULSELBAR,PT BANK PEMBANGUNAN DAERAH SULAWESI SELATAN DAN SULAWESI BARAT,PT,1.229E+20,004179.20/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5914,Sektor Teknologi Informasi dan Komunikasi,5708,TERDAFTAR,7/15/2022,7/15/2022,pur-digital.banksulselbar.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5914,
83,tdpseTerbit,5913,LOKAL,PT. NERA QUA MINERAL,NERA QUA MINERAL,,1.50722E+20,004387.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5913,"Sektor Perdagangan, Sektor Pangan",5777,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5913,
84,tdpseTerbit,5912,LOKAL,BANK KARANGANYAR,PUD BPR BANK KARANGANYAR,,2.80322E+20,004386.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5912,Sektor Keuangan,5776,TERDAFTAR,7/15/2022,7/15/2022,bankkaranganyar.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5912,
85,tdpseTerbit,5911,LOKAL,CENTRAL GAMERS ID,PT CENTRAL GAMERS INDONESIA,PT,1.90522E+20,004388.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5911,Sektor Teknologi Informasi dan Komunikasi,5775,TERDAFTAR,7/15/2022,7/15/2022,centralgamers.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5911,
86,tdpseTerbit,5910,LOKAL,UMKM BANGKIT,PT TEGUH AMAN LESTARI,PT,2.90522E+20,004385.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5910,Sektor Perdagangan,5774,TERDAFTAR,7/15/2022,7/15/2022,umkm-bangkit.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5910,
87,tdpseTerbit,5909,LOKAL,TAJIR FULSA,ABDULLATIF,,1.60722E+20,004384.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5909,Sektor Perdagangan,5773,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5909,
88,tdpseTerbit,5908,LOKAL,KASYR ID,PT KASYR SIBERNETIKA INDONESIA,PT,1.285E+20,000572.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5908,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5772,TERDAFTAR,7/15/2022,7/15/2022,kasyr.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5908,
89,tdpseTerbit,5907,LOKAL,GIGILOGI,GIGILOGI USAHA BERSAMA,,1.60722E+20,004380.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5907,"Sektor Perdagangan, Sektor Kesehatan, Sektor Teknologi Informasi dan Komunikasi, Sektor Pangan",5771,TERDAFTAR,7/15/2022,7/15/2022,gigilogi.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5907,
90,tdpseTerbit,5906,LOKAL,KETIKONE.COM,NADIYA MULTI MEDIA,,1.50322E+20,004379.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5906,Sektor Teknologi Informasi dan Komunikasi,5770,TERDAFTAR,7/15/2022,7/15/2022,ketikone.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5906,
91,tdpseTerbit,5905,LOKAL,STORANIA,PT DAYA CIPTA DINAMIS,PT,8.12022E+20,004377.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5905,Sektor Teknologi Informasi dan Komunikasi,5769,TERDAFTAR,7/15/2022,7/15/2022,storania.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5905,
92,tdpseTerbit,5904,LOKAL,NOBU KUR,PT BANK NATIONALNOBU,PT,9.12001E+20,004124.09/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5904,Sektor Keuangan,5768,TERDAFTAR,7/15/2022,7/15/2022,kur.nobubank.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5904,
93,tdpseTerbit,5903,LOKAL,NOBU KTA,PT BANK NATIONALNOBU,PT,9.12001E+20,004124.08/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5903,Sektor Keuangan,5767,TERDAFTAR,7/15/2022,7/15/2022,kta.nobubank.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5903,
94,tdpseTerbit,5902,LOKAL,NOBULINK,PT BANK NATIONALNOBU,PT,9.12001E+20,004124.07/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5902,Sektor Keuangan,5766,TERDAFTAR,7/15/2022,7/15/2022,cms.nobubank.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5902,
95,tdpseTerbit,5901,LOKAL,INTERNET BANKING,PT BANK NATIONALNOBU,PT,9.12001E+20,004124.06/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5901,Sektor Keuangan,5765,TERDAFTAR,7/15/2022,7/15/2022,nobuwwwbanking.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5901,
96,tdpseTerbit,5900,LOKAL,UNAPIN,BERTRAND PRAYOGA AMALO,,9.12E+20,004370.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5900,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5764,TERDAFTAR,7/15/2022,7/15/2022,unapin.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5900,
97,tdpseTerbit,5899,LOKAL,AJAIB REKSADANA,PT TAKJUB TEKNOLOGI INDONESIA,PT,9.12001E+20,000503.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5899,Sektor Keuangan,5763,TERDAFTAR,7/15/2022,7/15/2022,ajaib.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5899,
98,tdpseTerbit,5898,LOKAL,QRIS BANK JAMBI,PT BANK PEMBANGUNAN DAERAH JAMBI DISEBUT BANK JAMBI,PT,2.4101E+19,004292.10/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5898,Sektor Keuangan,5762,TERDAFTAR,7/15/2022,7/15/2022,digital.bankjambi.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5898,
99,tdpseTerbit,5897,LOKAL,EDC PINPPAD BANK JAMBI,PT BANK PEMBANGUNAN DAERAH JAMBI DISEBUT BANK JAMBI,PT,2.4101E+19,004292.09/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5897,Sektor Keuangan,5761,TERDAFTAR,7/15/2022,7/15/2022,edc.bankjambi.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5897,
100,tdpseTerbit,5896,LOKAL,TURBOLY POS,PT TURBOLY TEKNOLOGI INDONESIA,PT,2.20202E+19,004362.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5896,Sektor Teknologi Informasi dan Komunikasi,5760,TERDAFTAR,7/15/2022,7/15/2022,turboly.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5896,
101,tdpseTerbit,5895,LOKAL,TERAMIX,PT D & W INTERNASIONAL,PT,8.12002E+20,003861.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5895,Sektor Perdagangan,5713,TERDAFTAR,7/15/2022,7/15/2022,terramix.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5895,
102,tdpseTerbit,5894,LOKAL,TURBOLY,PT TURBOLY TEKNOLOGI INDONESIA,PT,2.20202E+19,004362.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5894,Sektor Teknologi Informasi dan Komunikasi,5759,TERDAFTAR,7/15/2022,7/15/2022,turboly.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5894,
103,tdpseTerbit,5893,LOKAL,KIOS PULSA,CV KIOS PULSA INDONESIA,CV,1.253E+20,004369.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5893,Sektor Perdagangan,5758,TERDAFTAR,7/15/2022,7/15/2022,kiospulsa.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5893,
104,tdpseTerbit,5892,LOKAL,OKECONNECT,PT ORDER KUOTA EVOLUSI DIGITAL,PT,1.283E+20,004243.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5892,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5757,TERDAFTAR,7/15/2022,7/15/2022,okeconnect.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5892,
105,tdpseTerbit,5891,LOKAL,TURBOLY ERP,PT TURBOLY TEKNOLOGI INDONESIA,PT,2.20202E+19,004362.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5891,Sektor Teknologi Informasi dan Komunikasi,5756,TERDAFTAR,7/15/2022,7/15/2022,turboly.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5891,
106,tdpseTerbit,5890,LOKAL,STAR PULSA,CV MULTI PAYMENT NUSANTARA,CV,1.294E+20,004359.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5890,Sektor Perdagangan,5755,TERDAFTAR,7/15/2022,7/15/2022,kiospulsa.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5890,
107,tdpseTerbit,5889,LOKAL,VIRTUAL ACCOUNT BANK JATIM,PT BANK PERKREDITAN RAKYAT SURYA ARTHA UTAMA,PT,2.20109E+19,004350.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5889,Sektor Keuangan,5754,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5889,
108,tdpseTerbit,5888,LOKAL,LISTRIK ON,PT SINERGI TERANG BANGSA,PT,8.12E+20,004368.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5888,"Sektor Perdagangan, Sektor Energi dan Sumber Daya Mineral",5752,TERDAFTAR,7/15/2022,7/15/2022,listrikon.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5888,
109,tdpseTerbit,5887,LOKAL,PT BPR NUSUMMA JAWA BARAT,PT BANK PERKREDITAN RAKYAT NUSUMMA JAWA BARAT,PT,2.80622E+20,004366.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5887,Sektor Keuangan,5751,TERDAFTAR,7/15/2022,7/15/2022,banknusumma.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5887,
110,tdpseTerbit,5886,LOKAL,DIGITAL PULSA,CV DIGITAL PAYMENT ONLINE,CV,2.20305E+19,004365.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5886,Sektor Perdagangan,5749,TERDAFTAR,7/15/2022,7/15/2022,Digitalpulsaonline.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5886,
111,tdpseTerbit,5885,LOKAL,SMS MACROKIOSK (OTP) - BPR MODERN EXPRESS,PT BANK PERKREDITAN RAKYAT MODERN EXPRESS,PT,9.1202E+20,004263.06/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5885,Sektor Keuangan,5750,TERDAFTAR,7/15/2022,7/15/2022,boldpass.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5885,
112,tdpseTerbit,5884,LOKAL,STARFM,PT KARYA BINTANG TEKNOLOGI,PT,2.34011E+19,000362.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5884,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",5722,TERDAFTAR,7/15/2022,7/15/2022,starfm.app,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5884,
113,tdpseTerbit,5883,LOKAL,STARLA SUKSES SEJAHTERA,PT STARLA SUKSES SEJAHTERA,PT,9.12002E+20,004361.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5883,Sektor Perdagangan,5748,TERDAFTAR,7/15/2022,7/15/2022,starsukses.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5883,
114,tdpseTerbit,5882,LOKAL,CALL CENTER BPRKS,PT BANK PERKREDITAN RAKYAT KARYAJATNIKA SADAYA,PT,9.1201E+20,004305.08/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5882,Sektor Keuangan,5747,TERDAFTAR,7/15/2022,7/15/2022,dial.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5882,
115,tdpseTerbit,5881,LOKAL,DIGITAL MODERN (DIGIMOD) E-COLLECTION-BPR MODERN EXPRESS,PT BANK PERKREDITAN RAKYAT MODERN EXPRESS,PT,9.1202E+20,004263.05/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5881,Sektor Keuangan,5746,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5881,
116,tdpseTerbit,5880,LOKAL,WA BUSINESS BPRKS,PT BANK PERKREDITAN RAKYAT KARYAJATNIKA SADAYA,PT,9.1201E+20,004305.07/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5880,Sektor Keuangan,5744,TERDAFTAR,7/15/2022,7/15/2022,panel.damcorp.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5880,
117,tdpseTerbit,5879,LOKAL,DIGITAL MODERN (DIGIMOD) E-LOAN CUSTOMER-BPR MODERN EXPRESS,PT BANK PERKREDITAN RAKYAT MODERN EXPRESS,PT,9.1202E+20,004263.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5879,Sektor Keuangan,5743,TERDAFTAR,7/15/2022,7/15/2022,kredit.bprmodern.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5879,
118,tdpseTerbit,5878,LOKAL,SMS MACROKIOSK (OTP) - BPR MODERN EXPRESS MALUKU UTARA,PT BANK PERKREDITAN RAKYAT MODERN EXPRESS MALUKU UTARA,PT,9.12001E+20,004247.05/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5878,Sektor Keuangan,5742,TERDAFTAR,7/15/2022,7/15/2022,boldpass.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5878,
119,tdpseTerbit,5877,LOKAL,LAKU PANDAI BANK JAMBI,PT BANK PEMBANGUNAN DAERAH JAMBI DISEBUT BANK JAMBI,PT,2.4101E+19,004292.08/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5877,Sektor Keuangan,5741,TERDAFTAR,7/15/2022,7/15/2022,lkpd.bankjambi.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5877,
120,tdpseTerbit,5876,LOKAL,PT BPR BANK JEPARA ARTHA (PERSERODA),PT BANK PERKREDITAN RAKYAT BANK JEPARA ARTHA (PERSERODA),PT,9.1202E+20,004356.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5876,Sektor Keuangan,5740,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5876,
121,tdpseTerbit,5875,LOKAL,DIGITAL MODERN (DIGIMOD) E-COLLECTION - BPR MODERN EXPRESS MALUKU UTARA,PT BANK PERKREDITAN RAKYAT MODERN EXPRESS MALUKU UTARA,PT,9.12001E+20,004247.04/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5875,Sektor Keuangan,5739,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5875,
122,tdpseTerbit,5874,LOKAL,BPR NBP 33,PT BANK PERKREDITAN RAKYAT NUSANTARA BONA PASOGIT 33,PT,2.70622E+20,004345.01/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5874,Sektor Keuangan,5737,TERDAFTAR,7/15/2022,7/15/2022,bprnbp33.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5874,
123,tdpseTerbit,5873,LOKAL,EMAIL ZIMBRA BPRKS,PT BANK PERKREDITAN RAKYAT KARYAJATNIKA SADAYA,PT,9.1201E+20,004305.06/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5873,Sektor Keuangan,5738,TERDAFTAR,7/15/2022,7/15/2022,mail.bprks.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5873,
124,tdpseTerbit,5872,LOKAL,WBS BANK JAMBI,PT BANK PEMBANGUNAN DAERAH JAMBI DISEBUT BANK JAMBI,PT,2.4101E+19,004292.07/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5872,Sektor Teknologi Informasi dan Komunikasi,5735,TERDAFTAR,7/15/2022,7/15/2022,wbs.bankjambi.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5872,
125,tdpseTerbit,5871,LOKAL,MA MOBILE TOPUP,CV MARKET CHIP MULTIGUNA,CV,1.246E+20,004348.02/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5871,Sektor Perdagangan,5736,TERDAFTAR,7/15/2022,7/15/2022,marketpulsaelektrik.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5871,
126,tdpseTerbit,5870,LOKAL,INSTANT ORDER,Koperasi KARYAWAN PEDAMI,Koperasi,2.02001E+19,003679.03/DJAI.PSE/07/2022,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/5870,Sektor Perdagangan,5734,TERDAFTAR,7/15/2022,7/15/2022,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/5870,
